video_id,title,description,published_at,views,likes,comments,url,timestamp,like_rate,comment_rate,engagement_rate,category
bvU5pMoC_fM,"Faith Kipyegon ran faster than any woman ever, showing us how big to dream.",,2025-06-27T20:11:28Z,12885,486,10,https://www.youtube.com/watch?v=bvU5pMoC_fM,,0.03771827706635623,0.0007760962359332557,0.038494373302289484,"{'sequence': 'Faith Kipyegon ran faster than any woman ever, showing us how big to dream. ', 'labels': ['Athlete Feature', 'Product Spotlight', 'Training and Fitness Tips', 'Lifestyle and Culture'], 'scores': [0.7306026816368103, 0.11778003722429276, 0.09110427647829056, 0.06051299721002579]}"
S46MvH1qU7U,Breaking4: Faith Kipyegon vs. the 4-Minute Mile | Nike,"Watch the full Breaking4 race where Faith Kipyegon ran the fastest women’s mile time ever: 4:06.42.

Today, she has shown us it’s only a matter of time until a woman breaks 4.",2025-06-26T21:05:23Z,412581,4813,267,https://www.youtube.com/watch?v=S46MvH1qU7U,,0.011665588090581,0.0006471456513993615,0.012312733741980362,"{'sequence': 'Breaking4: Faith Kipyegon vs. the 4-Minute Mile | Nike Watch the full Breaking4 race where Faith Kipyegon ran the fastest women’s mile time ever: 4:06.42.\n\nToday, she has shown us it’s only a matter of time until a woman breaks 4.', 'labels': ['Athlete Feature', 'Product Spotlight', 'Training and Fitness Tips', 'Lifestyle and Culture'], 'scores': [0.6396740674972534, 0.225539430975914, 0.06797507405281067, 0.0668114647269249]}"
kZNHaUtLCnA,Breaking4 Live: Faith Kipyegon vs. the 4-Minute Mile | Nike,"Witness history live on June 26th.

Stream Breaking4 from Paris, where Faith Kipyegon will dare to become the first woman to break the 4-minute mile barrier. 

This is a moment where radical belief meets revolutionary innovation. With precision pacing, ideal track conditions, and custom-made footwear and apparel from Nike, every detail has been dialed to allow Faith to focus every ounce of energy on the finish line. 

Tune in on June 26th from 7:15 PM - 8:15 PM CEST.

Until then, step inside her training, her purpose, and her pursuit. Discover more about Faith at https://www.youtube.com/playlist?list=PLNqKTn4CuEXdavrYo_oBoF5Pg0Azfdhcg",2025-06-26T18:31:36Z,0,25735,1124,https://www.youtube.com/watch?v=kZNHaUtLCnA,,0.0,0.0,0.0,"{'sequence': 'Breaking4 Live: Faith Kipyegon vs. the 4-Minute Mile | Nike Witness history live on June 26th.\n\nStream Breaking4 from Paris, where Faith Kipyegon will dare to become the first woman to break the 4-minute mile barrier. \n\nThis is a moment where radical belief meets revolutionary innovation. With precision pacing, ideal track conditions, and custom-made footwear and apparel from Nike, every detail has been dialed to allow Faith to focus every ounce of energy on the finish line. \n\nTune in on June 26th from 7:15 PM - 8:15 PM CEST.\n\nUntil then, step inside her training, her purpose, and her pursuit. Discover more about Faith at https://www.youtube.com/playlist?list=PLNqKTn4CuEXdavrYo_oBoF5Pg0Azfdhcg', 'labels': ['Athlete Feature', 'Product Spotlight', 'Lifestyle and Culture', 'Training and Fitness Tips'], 'scores': [0.49318045377731323, 0.2524321973323822, 0.16691315174102783, 0.0874742716550827]}"
H08Je1l1QGI,Gold medals to world records—it’s all been leading here. Watch it live June 26th.,,2025-06-25T15:04:50Z,24177,574,9,https://www.youtube.com/watch?v=H08Je1l1QGI,,0.02374157256897051,0.0003722546221615585,0.02411382719113207,"{'sequence': 'Gold medals to world records—it’s all been leading here. Watch it live June 26th. ', 'labels': ['Athlete Feature', 'Product Spotlight', 'Training and Fitness Tips', 'Lifestyle and Culture'], 'scores': [0.6521239876747131, 0.13268116116523743, 0.12354706227779388, 0.09164773672819138]}"
yed5FnXwggQ,Athletes were EVERYWHERE in our  hub at Fanatics Fest NYC.,"When sport meets culture, the energy is unmatched.",2025-06-24T17:56:01Z,9496,241,5,https://www.youtube.com/watch?v=yed5FnXwggQ,,0.02537910699241786,0.0005265374894692502,0.025905644481887112,"{'sequence': 'Athletes were EVERYWHERE in our  hub at Fanatics Fest NYC. When sport meets culture, the energy is unmatched.', 'labels': ['Athlete Feature', 'Lifestyle and Culture', 'Product Spotlight', 'Training and Fitness Tips'], 'scores': [0.6883707046508789, 0.22985321283340454, 0.04477456957101822, 0.03700152784585953]}"
7er7T3hIhC4,"Countless hours of work, 4 minutes to break. Her belief carries through it all.",,2025-06-21T16:27:12Z,12327,531,14,https://www.youtube.com/watch?v=7er7T3hIhC4,,0.043076174251642736,0.001135718341851221,0.04421189259349396,"{'sequence': 'Countless hours of work, 4 minutes to break. Her belief carries through it all. ', 'labels': ['Athlete Feature', 'Product Spotlight', 'Training and Fitness Tips', 'Lifestyle and Culture'], 'scores': [0.4315134286880493, 0.24692119657993317, 0.18974454700946808, 0.13182078301906586]}"
GYpo38S0hGg,"One runner, one mile, one system of speed to break the 4-minute mile barrier. June 26th.",,2025-06-12T14:00:54Z,19500,816,15,https://www.youtube.com/watch?v=GYpo38S0hGg,,0.041846153846153845,0.0007692307692307692,0.04261538461538462,"{'sequence': 'One runner, one mile, one system of speed to break the 4-minute mile barrier. June 26th. ', 'labels': ['Athlete Feature', 'Product Spotlight', 'Training and Fitness Tips', 'Lifestyle and Culture'], 'scores': [0.6973711252212524, 0.13689614832401276, 0.12528517842292786, 0.04044758528470993]}"
XF0eQBB3Yls,It’s not a race against the clock. It’s a race against the “impossible.” Live on June 26.,,2025-06-07T16:00:17Z,34987,1086,17,https://www.youtube.com/watch?v=XF0eQBB3Yls,,0.031040100608797555,0.0004858947609111956,0.03152599536970875,"{'sequence': 'It’s not a race against the clock. It’s a race against the “impossible.” Live on June 26. ', 'labels': ['Athlete Feature', 'Product Spotlight', 'Training and Fitness Tips', 'Lifestyle and Culture'], 'scores': [0.41144028306007385, 0.24037888646125793, 0.19023457169532776, 0.15794622898101807]}"
FwC0qkC1jHY,Faith Kipyegon Runs on Belief | Breaking4 | Nike,"Faith Kipyegon is chasing an ""impossible"" barrier: the 4-minute mile. No woman has done it before. Experts have predicted it will remain out of reach for decades.

This only fuels Faith. For her, daring to achieve such an audacious goal is the point. If she can show the next generation how to reach further, and that no dream is too big, she’s already won. 

Witness history, June 26th: https://www.youtube.com/live/kZNHaUtLCnA.",2025-06-07T16:00:02Z,140027,2484,91,https://www.youtube.com/watch?v=FwC0qkC1jHY,,0.01773943596592086,0.0006498746670285016,0.01838931063294936,"{'sequence': 'Faith Kipyegon Runs on Belief | Breaking4 | Nike Faith Kipyegon is chasing an ""impossible"" barrier: the 4-minute mile. No woman has done it before. Experts have predicted it will remain out of reach for decades.\n\nThis only fuels Faith. For her, daring to achieve such an audacious goal is the point. If she can show the next generation how to reach further, and that no dream is too big, she’s already won. \n\nWitness history, June 26th: https://www.youtube.com/live/kZNHaUtLCnA.', 'labels': ['Athlete Feature', 'Product Spotlight', 'Lifestyle and Culture', 'Training and Fitness Tips'], 'scores': [0.39438268542289734, 0.31345611810684204, 0.2181026041507721, 0.0740586593747139]}"
T3C1RxZIl14,Big dreams are rain-proof. Watch Comfort Zones with #ArianaGreenblatt. #shorts,,2025-05-20T20:01:02Z,8038,189,7,https://www.youtube.com/watch?v=T3C1RxZIl14,,0.023513311769096792,0.0008708633988554367,0.024384175167952226,"{'sequence': 'Big dreams are rain-proof. Watch Comfort Zones with #ArianaGreenblatt. #shorts ', 'labels': ['Lifestyle and Culture', 'Product Spotlight', 'Training and Fitness Tips', 'Athlete Feature'], 'scores': [0.4833391010761261, 0.31246206164360046, 0.10768734663724899, 0.09651142358779907]}"
4py8YU8ygpw,Ariana Greenblatt's BIG Next Moves | Comfort Zones E4 | Nike,"The interview series where the shoes are comfortable, but the questions are not. For episode four, marathoner Becs Gentry is joined by rising actress (and future...well, we won’t spoil it) Ariana Greenblatt for a conversation that spans childhood nicknames to goals so scary they’re tough to say out loud. When it rains, it pours — and that applies to both the weather and the seriously candid answers in this grit- and heart-filled episode.",2025-05-20T15:00:03Z,87523,3465,89,https://www.youtube.com/watch?v=4py8YU8ygpw,,0.03958959359254139,0.0010168755641374266,0.040606469156678815,"{'sequence': ""Ariana Greenblatt's BIG Next Moves | Comfort Zones E4 | Nike The interview series where the shoes are comfortable, but the questions are not. For episode four, marathoner Becs Gentry is joined by rising actress (and future...well, we won’t spoil it) Ariana Greenblatt for a conversation that spans childhood nicknames to goals so scary they’re tough to say out loud. When it rains, it pours — and that applies to both the weather and the seriously candid answers in this grit- and heart-filled episode."", 'labels': ['Product Spotlight', 'Athlete Feature', 'Lifestyle and Culture', 'Training and Fitness Tips'], 'scores': [0.6872758865356445, 0.12697160243988037, 0.09493289142847061, 0.09081964194774628]}"
ZSeTsUmJh5k,Big shoes. Bigger personality. Biggest ambition. Watch Comfort Zones with @quenblackwell. #shorts,,2025-05-13T20:33:37Z,15811,295,7,https://www.youtube.com/watch?v=ZSeTsUmJh5k,,0.018657896401239642,0.000442729745114161,0.019100626146353803,"{'sequence': 'Big shoes. Bigger personality. Biggest ambition. Watch Comfort Zones with @quenblackwell. #shorts ', 'labels': ['Lifestyle and Culture', 'Product Spotlight', 'Athlete Feature', 'Training and Fitness Tips'], 'scores': [0.3634621798992157, 0.2886972427368164, 0.2211812287569046, 0.12665937840938568]}"
R76jQbKExcI,Quen Blackwell vs. Forces of Nature | Comfort Zones E3 | Nike,"The interview series where the shoes are comfortable, but the questions are not. In the third installment, marathoner Becs Gentry and comedian, model, and internet creator Quen Blackwell hit the ground running in the Vomero 18. Expect the unexpected in this episode — from big confessions and iconic reactions to a literal force of nature putting one of the runners to the test.",2025-05-13T15:09:45Z,146439,10301,175,https://www.youtube.com/watch?v=R76jQbKExcI,,0.07034328286863473,0.0011950368412786212,0.07153831970991334,"{'sequence': 'Quen Blackwell vs. Forces of Nature | Comfort Zones E3 | Nike The interview series where the shoes are comfortable, but the questions are not. In the third installment, marathoner Becs Gentry and comedian, model, and internet creator Quen Blackwell hit the ground running in the Vomero 18. Expect the unexpected in this episode — from big confessions and iconic reactions to a literal force of nature putting one of the runners to the test.', 'labels': ['Product Spotlight', 'Athlete Feature', 'Training and Fitness Tips', 'Lifestyle and Culture'], 'scores': [0.3925091326236725, 0.327870637178421, 0.14176033437252045, 0.1378597915172577]}"
GN_O53mQUB8,A letter to Ms. Connie | Nike,"Before Prime Time, there was Ms. Connie Knight.
A testament to his mother’s hard work, the new Nike Air Max DT ‘96 exists as an ode to the unbreakable bond between Deion Sanders and his mother.

Subscribe to our channel! http://youtube.com/nike

Nike strives to bring innovation and inspiration to every athlete* in the world. (* If you have a body, you are an athlete.)

Our mission is what drives us to do everything possible to expand human potential. We do that by creating groundbreaking sport innovations, by making our products more sustainably, by building a creative and diverse global team and by making a positive impact in communities where we live and work.

Shop Nike https://go.nike.com/Shop-Nike  
Download Nike App https://go.nike.com/Nike-App
Download SNKRS App https://go.nike.com/SNKRS-App
Download Nike Training Club App https://go.nike.com/NTC-App
Download Nike Run Club App https://go.nike.com/NRC-App
Follow Nike on Instagram http://instagram.com/nike
Follow Nike on Twitter http://twitter.com/nike
Follow Nike on Facebook http://facebook.com/nike",2025-05-09T13:59:50Z,182345,11849,906,https://www.youtube.com/watch?v=GN_O53mQUB8,,0.06498121692396282,0.004968603471441498,0.06994982039540432,"{'sequence': 'A letter to Ms. Connie | Nike Before Prime Time, there was Ms. Connie Knight.\nA testament to his mother’s hard work, the new Nike Air Max DT ‘96 exists as an ode to the unbreakable bond between Deion Sanders and his mother.\n\nSubscribe to our channel! http://youtube.com/nike\n\nNike strives to bring innovation and inspiration to every athlete* in the world. (* If you have a body, you are an athlete.)\n\nOur mission is what drives us to do everything possible to expand human potential. We do that by creating groundbreaking sport innovations, by making our products more sustainably, by building a creative and diverse global team and by making a positive impact in communities where we live and work.\n\nShop Nike https://go.nike.com/Shop-Nike  \nDownload Nike App https://go.nike.com/Nike-App\nDownload SNKRS App https://go.nike.com/SNKRS-App\nDownload Nike Training Club App https://go.nike.com/NTC-App\nDownload Nike Run Club App https://go.nike.com/NRC-App\nFollow Nike on Instagram http://instagram.com/nike\nFollow Nike on Twitter http://twitter.com/nike\nFollow Nike on Facebook http://facebook.com/nike', 'labels': ['Athlete Feature', 'Product Spotlight', 'Lifestyle and Culture', 'Training and Fitness Tips'], 'scores': [0.5213060975074768, 0.22890456020832062, 0.1657542884349823, 0.08403502404689789]}"
bZ5kdtsqIHs,The biggest risks are the ones worth taking. Watch Comfort Zones with #JordanChiles. #shorts,,2025-05-06T20:00:44Z,18203,537,9,https://www.youtube.com/watch?v=bZ5kdtsqIHs,,0.029500631763994947,0.000494423996044608,0.029995055760039555,"{'sequence': 'The biggest risks are the ones worth taking. Watch Comfort Zones with #JordanChiles. #shorts ', 'labels': ['Lifestyle and Culture', 'Product Spotlight', 'Athlete Feature', 'Training and Fitness Tips'], 'scores': [0.34192603826522827, 0.3169157803058624, 0.2173512727022171, 0.12380685657262802]}"
3ztNu9Sq034,Being That Girl With Jordan Chiles | Comfort Zones E2 | Nike,"The interview series where the shoes are comfortable, but the questions are not. A true Nike icon joins marathoner Becs Gentry for the second episode of Comfort Zones — elite gymnast, two-time Olympian, full-time student athlete, and now debut author, Jordan Chiles. Jordan taps in, giving the Vomero 18 a spin through her college town of Los Angeles. This one has it all, from a candid chat about intensity to the craziest thing Jordan has ever seen at a party.",2025-05-06T15:00:42Z,62228,937,32,https://www.youtube.com/watch?v=3ztNu9Sq034,,0.015057530372179726,0.000514237963617664,0.01557176833579739,"{'sequence': 'Being That Girl With Jordan Chiles | Comfort Zones E2 | Nike The interview series where the shoes are comfortable, but the questions are not. A true Nike icon joins marathoner Becs Gentry for the second episode of Comfort Zones — elite gymnast, two-time Olympian, full-time student athlete, and now debut author, Jordan Chiles. Jordan taps in, giving the Vomero 18 a spin through her college town of Los Angeles. This one has it all, from a candid chat about intensity to the craziest thing Jordan has ever seen at a party.', 'labels': ['Lifestyle and Culture', 'Product Spotlight', 'Athlete Feature', 'Training and Fitness Tips'], 'scores': [0.3378217816352844, 0.32870036363601685, 0.2201959192752838, 0.11328192800283432]}"
ucuL5-dyFzs,TEACHING THE PRO | A’JA WILSON | NIKE,"Real ones get their own shoe, and their own rhyme. 👏🏻",2025-05-04T16:01:51Z,122507,1909,76,https://www.youtube.com/watch?v=ucuL5-dyFzs,,0.01558278302464349,0.0006203727133959693,0.01620315573803946,"{'sequence': 'TEACHING THE PRO | A’JA WILSON | NIKE Real ones get their own shoe, and their own rhyme. 👏🏻', 'labels': ['Athlete Feature', 'Product Spotlight', 'Lifestyle and Culture', 'Training and Fitness Tips'], 'scores': [0.4934944808483124, 0.2515937089920044, 0.13233205676078796, 0.12257970869541168]}"
TpVEoYjmZps,ONE OF A’KIND | A’JA WILSON | NIKE,"From the playground to the playoffs, real ones know there’s only one A’ja.",2025-05-03T16:03:05Z,190731,4875,319,https://www.youtube.com/watch?v=TpVEoYjmZps,,0.02555955770168457,0.001672512596274334,0.027232070297958905,"{'sequence': 'ONE OF A’KIND | A’JA WILSON | NIKE From the playground to the playoffs, real ones know there’s only one A’ja.', 'labels': ['Athlete Feature', 'Product Spotlight', 'Lifestyle and Culture', 'Training and Fitness Tips'], 'scores': [0.4412305951118469, 0.3475069999694824, 0.15383532643318176, 0.057427141815423965]}"
CH7z_jUygXQ,Runner's high has never felt so freaky. Watch Comfort Zones with @enjajaja  #shorts,,2025-05-02T20:23:55Z,14529,338,2,https://www.youtube.com/watch?v=CH7z_jUygXQ,,0.023263817193199806,0.00013765572303668525,0.023401472916236492,"{'sequence': ""Runner's high has never felt so freaky. Watch Comfort Zones with @enjajaja  #shorts "", 'labels': ['Athlete Feature', 'Product Spotlight', 'Lifestyle and Culture', 'Training and Fitness Tips'], 'scores': [0.31103867292404175, 0.3013152778148651, 0.2458101361989975, 0.14183586835861206]}"
i1xiYE41chE,Making Headlines with Enya Umanzor | Comfort Zones E1 | Nike,"The interview series where the shoes are comfortable, but the questions are not. In this episode, marathoner Becs Gentry and podcaster Enya Umanzor gear up for a big conversation in the max cushion Vomero 18 and get into everything from Florida Man headlines to her most unhinged moments.

Subscribe to our channel! http://youtube.com/nike

Nike strives to bring innovation and inspiration to every athlete* in the world. (* If you have a body, you are an athlete.)",2025-05-02T16:27:31Z,56140,2764,121,https://www.youtube.com/watch?v=i1xiYE41chE,,0.049234057712860706,0.0021553259707873173,0.051389383683648024,"{'sequence': 'Making Headlines with Enya Umanzor | Comfort Zones E1 | Nike The interview series where the shoes are comfortable, but the questions are not. In this episode, marathoner Becs Gentry and podcaster Enya Umanzor gear up for a big conversation in the max cushion Vomero 18 and get into everything from Florida Man headlines to her most unhinged moments.\n\nSubscribe to our channel! http://youtube.com/nike\n\nNike strives to bring innovation and inspiration to every athlete* in the world. (* If you have a body, you are an athlete.)', 'labels': ['Product Spotlight', 'Athlete Feature', 'Lifestyle and Culture', 'Training and Fitness Tips'], 'scores': [0.38753482699394226, 0.37539932131767273, 0.15927626192569733, 0.07778958976268768]}"
rVaz2z2TMCA,How BIG can London get? #Vomero18 #shorts,,2025-04-25T18:15:23Z,24411,385,10,https://www.youtube.com/watch?v=rVaz2z2TMCA,,0.01577157838679284,0.00040965138666994386,0.016181229773462782,"{'sequence': 'How BIG can London get? #Vomero18 #shorts ', 'labels': ['Product Spotlight', 'Athlete Feature', 'Lifestyle and Culture', 'Training and Fitness Tips'], 'scores': [0.29138317704200745, 0.28915897011756897, 0.2799316644668579, 0.1395261436700821]}"
1VtGj70HA5M,BREAKING4: Faith Kipyegon vs. the 4-minute mile. Witness history on June 26th. #shorts,,2025-04-23T14:03:09Z,509077,26835,36,https://www.youtube.com/watch?v=1VtGj70HA5M,,0.05271304733861479,7.07162177823787e-05,0.05278376355639717,"{'sequence': 'BREAKING4: Faith Kipyegon vs. the 4-minute mile. Witness history on June 26th. #shorts ', 'labels': ['Athlete Feature', 'Product Spotlight', 'Training and Fitness Tips', 'Lifestyle and Culture'], 'scores': [0.6437380909919739, 0.15192680060863495, 0.10336793959140778, 0.1009671688079834]}"
lC7iMP146L8,"The A'One is on the way, May 6 -- and judging by these comments, y'all are ready!",,2025-04-19T16:01:11Z,10749,430,8,https://www.youtube.com/watch?v=lC7iMP146L8,,0.040003721276397806,0.0007442552795608894,0.040747976555958694,"{'sequence': ""The A'One is on the way, May 6 -- and judging by these comments, y'all are ready! "", 'labels': ['Athlete Feature', 'Product Spotlight', 'Lifestyle and Culture', 'Training and Fitness Tips'], 'scores': [0.42232638597488403, 0.2851272225379944, 0.19618737697601318, 0.09635903686285019]}"
